facts_summary,case_category,likely_outcome,source_file,source_prefix,date_lecture,type_decision,type_recours,solution,text_length
"Par une requête, un mémoire complémentaire et un mémoire en réplique, enregistrés les 10 juillet et 9 octobre 2020 et le 19 mai 2021 au secrétariat du contentieux du Conseil d'Etat, la Fédération nationale de l'enseignement privé (FNEP) demande au Conseil d'Etat : 1°) d'annuler pour excès de pouvoir le décret n° 2020-553 du 11 mai 2020 relatif à l'expérimentation des modalités permettant le renforcement des échanges entre les formations de santé, la mise en place d'enseignements communs et l'accès à la formation par la recherche ; 2°) de mettre à la charge de l'Etat la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,defavorable_requerant,DCE_441760_20220601.xml,DCE,2022-06-01,Décision,Excès de pouvoir,Rejet,16079
"La société des Entrepôts de Thumeries a demandé au tribunal administratif d'Orléans de prononcer la réduction de la cotisation de taxe foncière sur les propriétés bâties à laquelle elle a été assujettie au titre de l'année 2016 en raison d'un immeuble situé à Romorantin-Lanthenay (Loir-et-Cher). Par un jugement n° 1802888 du 17 mars 2020, le tribunal administratif d'Orléans a rejeté sa demande. Par un pourvoi sommaire, un mémoire complémentaire et un autre mémoire, enregistrés les 13 juillet 2020, 13 octobre 2020 et 17 mars 2022 au secrétariat du contentieux du Conseil d'Etat, la société des Entrepôts de Thumeries demande au Conseil d'Etat d'annuler ce jugement.",plein_contentieux,renvoi,DCE_441810_20220621.xml,DCE,2022-06-21,Décision,Plein contentieux,Renvoi après cassation,7648
"M. C A B a demandé au tribunal administratif de Paris d'annuler pour excès de pouvoir la décision du 16 février 2018 par laquelle l'inspectrice du travail a autorisé la société Chalon Opco à le licencier. Par un jugement n° 1805882 du 12 février 2019, le tribunal administratif a rejeté cette demande. Par un arrêt n° 19PA01184 du 26 mai 2020, la cour administrative d'appel de Paris a, sur appel de M. A B, annulé ce jugement ainsi que la décision du 16 février 2018. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 27 juillet et 27 octobre 2020 au secrétariat du contentieux du Conseil d'Etat, la société Chalon Opco demande au Conseil d'Etat : 1°) d'annuler cet arrêt ; 2°) réglant l'affaire au fond, de faire droit à ses conclusions d'appel ; 3°) de mettre à la charge de M. A B la somme de 3 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,partiellement_favorable,DCE_442190_20220629.xml,DCE,2022-06-29,Décision,Excès de pouvoir,Satisfaction partielle,13056
"Mme C A a porté plainte contre M. B D devant la chambre disciplinaire de première instance des Antilles-Guyane de l'ordre des chirurgiens-dentistes. Par une décision du 6 avril 2018, la chambre disciplinaire de première instance a rejeté sa plainte. Par une décision du 17 janvier 2020, la chambre disciplinaire nationale de l'ordre des chirurgiens-dentistes a rejeté l'appel de Mme A contre cette décision. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 11 août et 12 novembre 2020 au secrétariat du contentieux du Conseil d'Etat, Mme C A demande au Conseil d'Etat : 1°) d'annuler cette décision ; 2°) réglant l'affaire au fond, de faire droit à ses conclusions d'appel ; 3°) de mettre à la charge du Conseil national de l'ordre des chirurgiens-dentistes et de M. D le versement à son conseil, le cabinet Munier-Apaire, de la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative et de l'article 37 de la loi du 10 juillet 1991.",plein_contentieux,partiellement_favorable,DCE_442685_20220629.xml,DCE,2022-06-29,Décision,Plein contentieux,Satisfaction partielle,6812
"D'une part, la commune de Couflens, l'association Couflens-Salau Demain, l'association le Comité Ecologique Ariégeois et l'association Henri Pézerat ont demandé au tribunal administratif de Toulouse, par une demande enregistrée sous le n° 1605772, d'annuler pour excès de pouvoir la décision du 21 octobre 2016, révélée par un communiqué de presse du secrétaire d'Etat chargé de l'industrie auprès du ministre de l'économie et des finances, attribuant un permis exclusif de recherche à la société Variscan Mines sur le territoire de la commune de Couflens ainsi que la décision du 21 octobre 2016, notifiée le même jour à la société Variscan Mines, d'attribution du permis exclusif de recherche. D'autre part, la commune de Couflens, l'association Couflens-Salau Demain, l'association le Comité Ecologique Ariégeois et l'association Henri Pézerat ont demandé au tribunal administratif de Toulouse, par une demande enregistrée sous le n° 1701308, d'annuler pour excès de pouvoir l'arrêté du secrétaire d'Etat chargé de l'industrie auprès du ministre de l'économie et des finances du 21 octobre 2016 accordant à la société Variscan Mines un permis exclusif de recherche de mines de tungstène, étain, bismuth, molybdène, zinc, plomb, cuivre, or, argent et substances connexes. Par un jugement n° 1605772, 1701308 du 28 juin 2019, le tribunal administratif a annulé l'arrêté du secrétaire d'Etat du 21 octobre 2016 et rejeté le surplus des demandes. Par un arrêt nos 19BX03465, 19BX03466, 19BX03467, 19BX03468 du 16 juin 2020, la cour administrative d'appel de Bordeaux a rejeté les appels formés par le ministre de l'économie, des finances et de la relance et la société Variscan Mines contre ce jugement en tant qu'il avait annulé cet arrêté et prononcé un non-lieu à statuer sur leurs requêtes à fin de sursis à exécution. Par un pourvoi et un mémoire en réplique, enregistrés les 13 août 2020 et le 4 août 2021 au secrétariat du contentieux du Conseil d'Etat, le ministre de l'économie, des finances et de la relance demande au Conseil d'Etat : 1°) d'annuler cet arrêt en tant qu'il rejette son appel ; 2°) réglant l'affaire au fond, de faire droit à son appel ;",exces_de_pouvoir,renvoi,DCE_442746_20220622.xml,DCE,2022-06-22,Décision,Excès de pouvoir,Renvoi après cassation,10916
"La société par actions simplifiée (SAS) Descas Père et Fils a demandé au tribunal administratif de Bordeaux de prononcer la décharge, en droits et intérêts de retard, des cotisations supplémentaires d'impôt sur les sociétés et de contribution sociale sur cet impôt auxquelles elle a été assujettie au titre de l'année 2011. Par un jugement n° 1505553 du 20 décembre 2017, le tribunal administratif de Bordeaux a rejeté sa demande. Par un arrêt n° 18BX00646 du 16 juin 2020, la cour administrative d'appel de Bordeaux a rejeté l'appel formé par la SAS Descas Père et Fils contre ce jugement. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 17 août et 18 novembre 2020 au secrétariat du contentieux du Conseil d'Etat, la SAS Descas Père et Fils demande au Conseil d'Etat : 1°) d'annuler cet arrêt, en tant qu'il statue sur les intérêts de retard ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge de l'Etat la somme de 6 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_442817_20220621.xml,DCE,2022-06-21,Décision,Plein contentieux,Rejet,7164
"La société Eurocommercial Properties Taverny a demandé à la cour administrative d'appel de Lyon d'annuler pour excès de pouvoir l'arrêté du 22 décembre 2017 par lequel le maire de Saint-Genis-Pouilly (Ain) a délivré à la société IF Allondon un permis de construire valant autorisation d'exploitation commerciale pour la création d'un ensemble dénommé "" A "" de 39 000 m² de surfaces de vente et d'un parc de stationnement de 2 056 places, sur un terrain de 13,68 hectares situé rue de la Faucille. Par un arrêt n° 18LY00672-18LY00699 du 27 juin 2019, la cour administrative d'appel a sursis à statuer, en application de l'article L. 600-5-1 du code de l'urbanisme, durant un délai de huit mois à compter de la notification de cet arrêt, sur cette requête. Par son arrêt du 18 juin 2020, la cour administrative d'appel a rejeté cette requête. Par un pourvoi sommaire, un mémoire complémentaire et deux nouveaux mémoires, enregistrés les 18 août et 13 novembre 2020 et les 25 janvier et 27 octobre 2021 au secrétariat du contentieux du Conseil d'Etat, la société Eurocommercial Properties Taverny demande au Conseil d'Etat : 1°) d'annuler ces deux arrêts ; 2°) réglant l'affaire au fond, de faire droit à sa requête ; 3°) de mettre solidairement à la charge de la commune de Saint-Genis-Pouilly et de la société IF Allodon la somme de 5 000 euros au titre de l'article L. 761-1 du code de justice administrative.",exces_de_pouvoir,renvoi,DCE_442937_20220615.xml,DCE,2022-06-15,Décision,Excès de pouvoir,Renvoi après cassation,10738
"M. B A a demandé au tribunal administratif de Toulon de condamner l'Etat à lui verser une indemnité de 5 403,25 euros au titre des jours portés sur son compte épargne-temps, des heures supplémentaires non récupérées et des congés annuels non pris lors de son admission à la retraite. Par un jugement n° 1502412 du 27 novembre 2017, le tribunal administratif a rejeté sa demande. Par un arrêt n° 18MA00029 du 16 juin 2020, la cour administrative d'appel de Marseille a, sur appel de M. A, annulé ce jugement en tant qu'il statue sur les conclusions indemnitaires relatives aux congés annuels et aux heures supplémentaires, condamné l'Etat à verser à M. A une indemnité de 2 673,25 euros au titre des heures supplémentaires non récupérées et des congés non pris et rejeté le surplus des conclusions de la requête. Par un pourvoi, enregistré le 19 août 2020 au secrétariat du contentieux du Conseil d'Etat, le ministre de l'intérieur demande au Conseil d'Etat : 1°) d'annuler l'article 2 de cet arrêt ; 2°) réglant l'affaire au fond, à titre principal, de rejeter la demande de M. A et, à titre subsidiaire, de limiter la condamnation à indemnisation des congés annuels non pris à une somme correspondant à dix jours de congés.",plein_contentieux,renvoi,DCE_443053_20220622.xml,DCE,2022-06-22,Décision,Plein contentieux,Renvoi après cassation,7232
"Le médecin-conseil, chef de service de l'échelon local du service médical d'Ile-de-France, a porté plainte contre M. C B dit A devant la chambre disciplinaire de première instance d'Ile-de-France de l'ordre des médecins. Le conseil départemental de la Ville de Paris de l'ordre des médecins s'est associé à la plainte. Par une décision du 9 novembre 2017, la chambre disciplinaire de première instance a infligé à M. B dit A la sanction de l'interdiction d'exercer la médecine pour une durée de trois ans. Par une décision du 23 juin 2020, la chambre disciplinaire nationale de l'ordre des médecins a rejeté l'appel formé par M. B dit A contre cette décision. Par un pourvoi sommaire et un mémoire complémentaire, enregistrés les 21 août et 23 novembre 2020 au secrétariat du contentieux du Conseil d'Etat, M. B dit A demande au Conseil d'Etat : 1°) d'annuler cette décision ; 2°) réglant l'affaire au fond, de faire droit à son appel ; 3°) de mettre à la charge du conseil départemental de la Ville de Paris de l'ordre des médecins et du médecin-conseil, chef de service de l'échelon local du service médical d'Ile-de-France, la somme de 4 000 euros au titre de l'article L. 761-1 du code de justice administrative.",plein_contentieux,defavorable_requerant,DCE_443176_20220614.xml,DCE,2022-06-14,Décision,Plein contentieux,Rejet,8080
"Vu les autres pièces du dossier ; Vu : - le règlement (CE) n°2003/2003 du Parlement européen et du Conseil du 13 octobre 2003 ; - le règlement (UE) n°2019/1009 du Parlement européen et du Conseil du 5 juin 2019 ; - le code du commerce ; - le code rural et de la pêche maritime ; - l'arrêté du ministre de l'agriculture et de l'alimentation du 1er avril 2020 fixant la composition des dossiers de demandes relatives à des autorisations de mise sur le marché et permis de matières fertilisantes, d'adjuvants pour matières fertilisantes et de supports de culture et les critères à prendre en compte dans la préparation des éléments requis pour l'évaluation ; - le code de justice administrative ; Après avoir entendu en séance publique : - le rapport de M. Nicolas Jau, auditeur, - les conclusions de M. Laurent Cytermann, rapporteur public ; La parole ayant été donnée, après les conclusions, à la SCP Foussard, Froger, avocat de l'Union des industries de la fertilisation ; Considérant ce qui suit : Sur le cadre juridique : 1. Aux termes de l'article L. 255-2 du code rural et de la pêche maritime : "" L'importation, la détention en vue de la vente, la mise en vente, la vente, la distribution à titre gratuit ou l'utilisation, sous quelque dénomination que ce soit sur le territoire national, d'une matière fertilisante, d'un adjuvant pour matières fertilisantes ou d'un support de culture définis à la section 1 du présent chapitre est subordonnée à l'obtention d'une autorisation de mise sur le marché délivrée selon les conditions posées à l'article L. 255-7 "". Aux termes de l'article L. 255-4 du même code : "" La distribution ou l'utilisation à des fins d'expérimentation d'un des produits mentionnés à l'article L. 255-2 est subordonnée à l'obtention d'un permis délivré dans les conditions prévues à l'article L. 255-8, sous réserve des dispositions de l'article L. 255-9 "". 2. L'article R. 255-13 du code rural et de la pêche maritime dispose que : "" Un arrêté du ministre chargé de l'agriculture, pris sur proposition du directeur général de l'Agence, fixe le contenu et la composition des dossiers de demandes d'autorisation ou de permis déposés en application des dispositions du présent",exces_de_pouvoir,defavorable_requerant,DCE_443192_20220624.xml,DCE,2022-06-24,Décision,Excès de pouvoir,Rejet,10533
